0.127709751	d
1.764716553	d
3.424943311	c
6.727981859	d
8.353378685	d
9.990385488	c
12.469115646	g
13.276009070	a
14.936235828	c
16.550022676	d
18.235170068	d
19.877981859	g
21.525419501	g
23.226281179	c 
24.799433107	g
26.442244898	a
28.079251701	c
29.664013605	d
31.374580499	d
33.035419501	g
34.695963719	g
36.383265306	c
37.931451247	g
